,title,rating,reviews,type,address,serviceOptions,gpsCoordinates,website,phone
638,ESIC (Employees' State Insurance Corporation) Branch Office Raipur,3.5,15,Government office,"6, Jalashaya Marg",,"{""latitude"":""21.2479348"",""longitude"":""81.610297""}",http://www.esic.nic.in/,07712255794
651,State Bank of India - Customer Service Point,3.4,5,Public Sector Bank,"7H7P+MMX, Hirapur Rd",,"{""latitude"":""21.2642369"",""longitude"":""81.58673""}",https://www.sbi.co.in/,07714040074
654,Chhattisgarh State Pharmacy Council,3.8,62,Government office,"40, Anand Nagar - Pandri Link Rd",,"{""latitude"":""21.244987"",""longitude"":""81.6619744""}",http://www.cspc.in/,07712444591
657,State Bank of India NEW RAJENDRA NAGAR,2.8,21,Bank,"GEEKAY MILESTONE, Amlidih Main Road",,"{""latitude"":""21.213004"",""longitude"":""81.662836""}",https://www.sbi.co.in/,07714241242
662,State Institute of Health and Family Welfare ( SIHFW),4.0,1,Medical office,6JXR+FFP,,"{""latitude"":""21.2487072"",""longitude"":""81.6412131""}",,07712543023
668,State Bank of India KABIR NAGAR RAIPUR,3.7,22,Bank,"CG, NEAR, GOL CHOWK",,"{""latitude"":""21.2695467"",""longitude"":""81.5927077""}",https://www.sbi.co.in/,07712970824
677,State Bank of India,,,Bank,653 a,,"{""latitude"":""21.3048905"",""longitude"":""81.6172084""}",,07714055179
680,Chhattisgarh State Cricket Sangh,4.1,78,Cricket club,Cricket club,,"{""latitude"":""21.2330357"",""longitude"":""81.648389""}",http://cricketcscs.tv/,07712420008
688,State Anti Corruption Bureau/Economic Offence wing (Head Quarter),4.4,37,Government office,"Gaurav Path, opp jai jawan petrol pump",,"{""latitude"":""21.2419629"",""longitude"":""81.657887""}",,07712445302
692,Shabari Chhattisgarh State Emporium,3.7,25,Handicraft museum,"Chhattisgarh Hastshilp Vikas Board, C.G. Haat Complex",,"{""latitude"":""21.2527909"",""longitude"":""81.6488864""}",https://shabari.cg.gov.in/,07712229947
697,Sukhsagar,3.7,594,Restaurant,"M G Road, near Bhartiya State Bank",Dine-inTakeawayNo-contact delivery,"{""latitude"":""21.2445214"",""longitude"":""81.6337032""}",,07714002068
704,Hotel Hyderabadi,3.8,940,Hyderabadi,"6JQQ+J8W, Baijnath Para Rd, Near State Bank ATM",Dine-inTakeawayNo-contact delivery,"{""latitude"":""21.23911"",""longitude"":""81.638314""}",,08770621034
716,Allahabad Bank - Zonal Office,4.4,46,Back Office,"No:18, Main Rd",,"{""latitude"":""21.2478204"",""longitude"":""81.6599646""}",,07714287700
720,Reserve Bank Of India,3.8,25,Bank,"6JM4+793, Subhashish Parisar, Mahadev Ghat Rd",,"{""latitude"":""21.2331311"",""longitude"":""81.6059368""}",https://www.rbi.org.in/regionalbranch/Raipur/Raipur.aspx,07712242321
728,Manappuram Finance Limited,,,Loan agency,"Ward No 17, 1st Floor, Ramsagar Para Main Rd, near Rajdhani Blood Bank",,"{""latitude"":""21.2449114"",""longitude"":""81.6300673""}",https://branch.manappuram.com/manappuram-finance-limited-badaipara-financial-institutions-bediapara-raipur-175677/Home?utm_source=locator&utm_medium=googleplaces,09109102897
729,"IDBI BANK, SPECIALIZED CORPORATE BRANCH",3.0,2,Bank,7J3X+8V7,,"{""latitude"":""21.2532953"",""longitude"":""81.6496718""}",,07714218652
730,"IDBI BANK, SPECIALIZED CORPORATE BRANCH",3.0,2,Bank,7J3X+8V7,,"{""latitude"":""21.2532953"",""longitude"":""81.6496718""}",,07714218652
731,CHHATTISGARH RAJYA GRAMIN BANK,3.2,44,Bank,"HEAD OFFICE, Mahadev Ghat Rd",,"{""latitude"":""21.2333994"",""longitude"":""81.606467""}",https://www.cgbank.in/,07714288840
734,Chhattisgarh Rajya Gramin Bank,3.7,3,Bank,6MF6+977,,"{""latitude"":""21.223423"",""longitude"":""81.660681""}",http://www.cgbank.in/,07714265540
736,"Office of the Regional Labour Commissioner (Central), Raipur",3.2,13,Government office,"Nera Prachin Sri sidh Hanuman Mandir, L-7, Banstal Rd",,"{""latitude"":""21.2420225"",""longitude"":""81.6382027""}",http://rlcraipur.gov.in/,07712444200
742,Bank of Baroda,3.9,7,Bank,"C-13, Sector 4, New Pandri Road, Devendra Nagar",,"{""latitude"":""21.2574886"",""longitude"":""81.6490723""}",,07712582273
745,Shree Tirupati Courier Service Pvt Ltd Regional Office,2.5,94,Courier service,Raipur - Bilaspur Expy,On-site services,"{""latitude"":""21.2543541"",""longitude"":""81.6358816""}",http://www.shreetirupaticourier.net/,09893467445
748,VGR River County,4.8,15,Real Estate Builders & Construction Company,"Water Tank, opp. Bhatagaon",,"{""latitude"":""21.209815"",""longitude"":""81.6222754""}",http://www.vgrrealestate.com/,07725005500
752,Avinash New County,4.2,471,Back Office,H-11,"""Temple in Avinash new county""","{""latitude"":""21.1294397"",""longitude"":""81.7906336""}",http://www.avinashgroup.com/,07714033425
757,River Country Pioneer homes,4.4,9,Home builder,6J6F+25P,,"{""latitude"":""21.2100962"",""longitude"":""81.6229467""}",http://ww.thepioneerhomes.com/,07713005703
760,CG-RERA,4.3,12,Government office,CG-RERA Office Shastri Chowk,,"{""latitude"":""21.2448633"",""longitude"":""81.6420718""}",https://rera.cgstate.gov.in/,07714918927
763,Khadi Gramoudyog Vikash Sangh,5.0,1,County government office,MG9J+PW7,,"{""latitude"":""20.6692968"",""longitude"":""81.5323067""}",,07000431104
765,Gupta Petha Bhandar,4.8,12,Sweet shop,"6JQM+PHP, Chudi Line",In-store shoppingDelivery,"{""latitude"":""21.2393398"",""longitude"":""81.6339595""}",,09329109225
768,Career County,,,Unemployment office,"Main Road, 14, Jafar Nagar Rd",,"{""latitude"":""21.185456"",""longitude"":""79.067808""}",,09766316572
770,CG-RERA,4.3,12,Government office,CG-RERA Office Shastri Chowk,,"{""latitude"":""21.2448633"",""longitude"":""81.6420718""}",https://rera.cgstate.gov.in/,07714918927
777,Group Orrange,4.0,1,Real estate agency,Main Rd,,"{""latitude"":""21.2649274"",""longitude"":""81.6760985""}",http://grouporrange.in/,07828900742
778,Gupta Petha Bhandar,4.8,12,Sweet shop,"6JQM+PHP, Chudi Line",In-store shoppingDelivery,"{""latitude"":""21.2393398"",""longitude"":""81.6339595""}",,09329109225
786,Astha Collection,4.4,19,Clothing store,"sector 2, road 4",In-store shoppingDelivery,"{""latitude"":""21.2216706"",""longitude"":""81.6230053""}",,07879787306
787,Orrange Atmosphere,,,Real estate developer,Real estate developer,,"{""latitude"":""21.273395"",""longitude"":""81.676776""}",https://grouporrange.com/orrange-atmosphere/,07828900742
788,Nava Raipur Atal Nagar Vikas Pradhikaran,4.2,101,Government office,"Paryavas Bhawan, North Block, Naya Raipur Marg",,"{""latitude"":""21.1642265"",""longitude"":""81.7886588""}",https://navaraipuratalnagar.com/,07712512500
791,Sai Villas,3.3,80,Youth social services organization,SAI VILLA COLONY,,"{""latitude"":""21.2114352"",""longitude"":""81.6217034""}",,09479107138
795,DEEP ALUMINIUM,5.0,5,Home goods store,7J6R+RXJ,,"{""latitude"":""21.2620927"",""longitude"":""81.6423933""}",,07999163743
797,Shreya Shringar,5.0,1,Store,"6JFG+4GF, Subhash Nagar",,"{""latitude"":""21.2228217"",""longitude"":""81.6262901""}",,08959722400
798,Sekh Music,3.0,2,Music store,"6JQG+RCF, Infront Of Shitla Mandir, Amarpara Chowk",,"{""latitude"":""21.2395742"",""longitude"":""81.6260362""}",,09993551505
804,District Institute of Education and Training,4.0,63,Training centre,Kachna Pahuch Marg,,"{""latitude"":""21.249722"",""longitude"":""81.663948""}",,07712442514
807,Raipur District Collectorate,3.8,69,Government office,"6JWV+F7P, Collectorate",,"{""latitude"":""21.2462139"",""longitude"":""81.6432121""}",http://raipur.gov.in/,07712426024
816,"Food Corporation Of India, REGIONAL AND DISTRICT OFFICE",4.7,30,Central Government Office,"cool homes apartment, Daldal Seoni Main Rd",,"{""latitude"":""21.2707364"",""longitude"":""81.6608692""}",http://fci.gov.in/,07712972740
827,CEO Office,4.9,7,Government office,"6JVR+QQG, Shastri Chowk-moti bagh chowk marg, near Old mantralay Campus","""The District Election Officers (Usually District Collector - an IAS) play ...""","{""latitude"":""21.2444405"",""longitude"":""81.6419668""}",http://www.ceochhattisgarh.nic.in/,07712236685
828,Advocate Monika Rajpal | Criminal Lawyer | District Court - Raipur,5.0,37,Criminal justice attorney,"J 12, near udhyogbhavan",On-site servicesOnline appointments,"{""latitude"":""21.2359176"",""longitude"":""81.6665791""}",https://advocate-monika-rajpal-criminal-lawyer.business.site/?utm_source=gmb&utm_medium=referral,09691020444
833,Patiala peg Bar,3.8,200,Bar,Bar,Dine-inDrive-throughDelivery,"{""latitude"":""21.2560866"",""longitude"":""81.6296824""}",https://www.leroihotels.com/udaipur-railway-station-hotel/dining/dining.html,095878 60864
836,Sahu bhojnalaya,4.3,4,Fast Food,Main Road,Dine-inTakeawayDelivery,"{""latitude"":""21.217506"",""longitude"":""81.6245744""}",,06232804153
850,Park Avenue,4.0,5,Clothing store,Shop no.14,In-store shoppingDelivery,"{""latitude"":""21.2550479"",""longitude"":""81.6464305""}",https://stores.myraymond.com/mystore/raymondstore.php?store_id=252,07714043488
851,Avenue 144,4.5,40,Apartment building,"Avenue 144, Avenue, 144",,"{""latitude"":""21.2211627"",""longitude"":""81.6647612""}",http://business.google.com/website/avenue144,09644290004
852,Avani Avenue,4.0,10,Real Estate Builders & Construction Company,"7MP9+7F3, Unnamed Road",,"{""latitude"":""21.2859244"",""longitude"":""81.6692735""}",http://www.vgrrealestate.com/,07725005500
855,Car Avenue,5.0,22,Used car dealer,"Shop No 04, Hazrat Fateshah Market, near Siddharth Chowk",In-store shoppingDelivery,"{""latitude"":""21.2281024"",""longitude"":""81.6404622""}",https://instagram.com/car_avenue_raipur?igshid=YmMyMTA2M2Y=,09575868888
871,Dream Avenue Developer & Construction DADC,4.6,5,Contractor,"Talab, Near Raipura chawk, Rohinipuram",On-site servicesOnline estimates,"{""latitude"":""21.2334965"",""longitude"":""81.6033199""}",https://youtu.be/s_ZOjW0kqZo,07879709768
872,Shri Shyam Multi-speciality Dental Avenue,5.0,27,Dental clinic,"Bhanpuri Rd, above Laxmi Medical Stores",,"{""latitude"":""21.2903333"",""longitude"":""81.6365823""}",,08435533000
875,PUNJAB CYCLE STORES,4.8,659,Bicycle Shop,"G.E, Azad Chowk Rd",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""21.2396103"",""longitude"":""81.6283925""}",http://punjabcyclestores-bicyclestore.business.site/,08305899000
877,State Bank of India PBB CENTRAL AVENUE RAIPUR,,,Bank,Bank,,"{""latitude"":""21.2330969"",""longitude"":""81.6453567""}",https://www.sbi.co.in/,07714218164
880,Learning lane academy,,,Coaching Center,C-102,,"{""latitude"":""21.2483329"",""longitude"":""81.6716253""}",,09669312639
881,Memory Lane,5.0,19,Souvenir store,"213, janta colony",,"{""latitude"":""21.2241588"",""longitude"":""81.6630956""}",,09970968264
885,CaratLane Raipur,4.9,237,Jewelry store,"Shop No 1, 2, Hosiary Market",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""21.2522807"",""longitude"":""81.6487035""}",,07581908000
886,Mahavir Ashok Jewellers,4.8,153,Jewelry store,"Halwai Ln, near Jama Masjid",In-store shoppingKerbside pickupDelivery,"{""latitude"":""21.2386532"",""longitude"":""81.6354426""}",,09109223502
887,ML Business Park,4.2,100,Business park,Punjab Oil mill Lane,,"{""latitude"":""21.2487785"",""longitude"":""81.6286781""}",,09752104164
893,Jewellers Bansilal Soni & Sons,,,Jeweler,"6JQP+942, Halwai Ln",In-store shoppingDelivery,"{""latitude"":""21.23839"",""longitude"":""81.635255""}",,07712555425
896,Punjab Jewellers | Best Jewellery Shop in Raipur | Best Gold Showroom in Raipur,4.2,86,Jeweler,"6JQP+Q6F, Halwai Ln",In-store shoppingDelivery,"{""latitude"":""21.2394462"",""longitude"":""81.6355393""}",,09174198000
897,Vimla Jewellers,,,Jewelry store,Halwai Ln,In-store shopping,"{""latitude"":""21.2380909"",""longitude"":""81.6354681""}",,07712555779
899,BNI Raipur,4.8,30,Business management consultant,"Baisya Academy LLP, Maisonate 28, opposite lane Vardaan Hospital",On-site servicesOnline appointments,"{""latitude"":""21.2515816"",""longitude"":""81.6622917""}",,09392800001
900,Saral Finance,,,Financial consultant,"Building, First floor, Begani Niwas, Halwai Ln",,"{""latitude"":""21.2386965"",""longitude"":""81.6354513""}",,07581000222
904,WRS Colony Post Office,3.6,25,Post office,"148, 8th Ln",,"{""latitude"":""21.2766005"",""longitude"":""81.6402274""}",,07712252405
905,Pankaj Hair Studio,4.2,10,Hair salon,"D-101, Lane-5",,"{""latitude"":""21.2322357"",""longitude"":""81.6522206""}",,07713594105
910,Taaza Idli,4.2,208,South Indian,"2nd lane, behind Vishal mega mart",Dine-inTakeawayNo-contact delivery,"{""latitude"":""21.256331"",""longitude"":""81.6538925""}",,08358940404
912,MAA DURGA TRADERS,4.0,1,Industrial Spares & Products Wholesaler,"Ground Floor, Opp Radha Mohan Complex Punjab Oil Mill Gali, Lane, Vivek Bhawan",,"{""latitude"":""21.2484735"",""longitude"":""81.6280763""}",,07714917407
913,Amit seasonal goods,,,Seasonal Goods Store,Peti lane,,"{""latitude"":""21.2408752"",""longitude"":""81.6360257""}",,09827138487
915,Kanchan Gold,5.0,1,Wholesale jeweler,"Shop No.3, Barkhati Complex, Halwai Ln",In-store shopping,"{""latitude"":""21.238496"",""longitude"":""81.6356314""}",,09009623000
917,Rasoi Patra Bhandar,4.3,4,Appliance store,"Peti Lane, Gole Bazar, Gole Bazar",In-store shoppingDelivery,"{""latitude"":""21.2398333"",""longitude"":""81.6350666""}",,07712543808
918,Tejmal Vimal Kumar Jain,3.1,14,Store,"6JQP+R75, Halwai Ln",In-store shopping,"{""latitude"":""21.2395112"",""longitude"":""81.6357327""}",,07712223314
919,Space Design Solutions,4.3,35,Interior designer,"House No, C.G.) 492001, 519, Lane Number 8",,"{""latitude"":""21.2486597"",""longitude"":""81.6603927""}",,09300426969
920,Bhawnani & Associates,5.0,3,Architect,"FIRST FLOOR HOUSE NO D-150, opposite OTTOBOCK LANE",,"{""latitude"":""21.2602676"",""longitude"":""81.6511472""}",,09827150070
921,Daga Farms,5.0,1,Organic farm,"208, Halwai Ln",,"{""latitude"":""21.2398066"",""longitude"":""81.635726""}",,06900690059
922,CHAURASIA Girls P.G,3.6,36,Girl's Hostel,"House No. 1783 Lane No. 8 New Shanti Nagar Shankar Nagar Raipur C.G 492007, opposite SBI bank and space design solutions",,"{""latitude"":""21.2487855"",""longitude"":""81.6600877""}",,09424202859
923,Roy Chemistry Classes,5.0,531,Coaching Center,"C-103, 1st Floor, Bank of Baroda lane",,"{""latitude"":""21.2263297"",""longitude"":""81.6527471""}",,09111999765
927,Cup and saucer,,,Home goods store,"6JP6+2C7, Lakhennagar Dal, Darji Lane Malviya Road",,"{""latitude"":""21.2350472"",""longitude"":""81.6110558""}",,09977902463
929,Kamal Jewellers,,,Jewelry store,"Mukhya Sarafa, Halwai Ln",In-store shopping,"{""latitude"":""21.2394289"",""longitude"":""81.6354729""}",,09827153885
930,C.R.I Pumps,3.8,12,Electric motor store,"1st Floor, Punjab Oil Mill Lane, opp. Radha Mohan Complex",In-store shopping,"{""latitude"":""21.2485079"",""longitude"":""81.628072""}",,07714036942
931,Nagwani Bardana And Packers,3.7,3,Packaging supply store,"Bardana lane, Near Prabhat Talkies, Baradana Line, Main Rd",,"{""latitude"":""21.250048"",""longitude"":""81.6301812""}",,09827081400
932,Alankar Stationary,4.3,101,Stationery store,"Lane -2, MG Rd",In-store shoppingIn-store pick-upDelivery,"{""latitude"":""21.2442961"",""longitude"":""81.6347775""}",, 0807108071
933,Vinayak Jewellers,2.0,1,Jewelry store,"Daga Building, Halwai Ln, beside Jama Masjid",In-store shopping,"{""latitude"":""21.2389043"",""longitude"":""81.6354935""}",,09754069111
937,Lalwani Child Care Clinic,5.0,3,Pediatrician,"Hotel Guru, Bus Stand, Opposite Pandri New, Sketchers)Lane",,"{""latitude"":""21.2506095"",""longitude"":""81.6473263""}",,09993771728
939,AVEO Kids (Katora Talab),5.0,9,Clothing store,Near Sant Kanwar Ram Chowk Dr. Wadhwani Nursing Home Lane,In-store shoppingDelivery,"{""latitude"":""21.2340715"",""longitude"":""81.6521575""}",,07415079220
940,Supara Bangle Store,5.0,2,Jeweler,"6JQP+R57, Lane Beside Om Jewelller ,Chudi Line, Edward Rd",In-store shopping,"{""latitude"":""21.239527"",""longitude"":""81.635413""}",,07712229615
944,SAHU FURNITURE MANDHAR,4.0,24,Furniture accessories,"21°20'47. 81°41'56.0""E, Lane Number 8",In-store shoppingDelivery,"{""latitude"":""21.346602"",""longitude"":""81.698875""}",,09977833833
945,Mega Mart Byron Bazar / APN Solar Distributor/E & A Enterprises/ Sana Tution Classes,,,Solar Energy Company,"Fawwara Chowk, Choti Masjid Lane",,"{""latitude"":""21.2359784"",""longitude"":""81.6449468""}",,09229265612
947,Anushka Jewellers,5.0,1,Jewelry manufacturer,"buiding no:- 11/194, Halwai Ln, opposite of Arang Bada",,"{""latitude"":""21.2388433"",""longitude"":""81.6357518""}",,09131599099
949,Mahaveer General Stores,5.0,2,Toy store,"6JRP+348, Banjari Chowk, Gole Bazar, Anaj Lane",In-store shopping,"{""latitude"":""21.240153"",""longitude"":""81.635323""}",,09329116336
951,Raja Soni,4.0,3,Jeweler,"Shop No.13, Halwai Ln",,"{""latitude"":""21.2378256"",""longitude"":""81.6356518""}",,09303078910
956,Kandoi fitness,5.0,3,Gym,"6JQP+F5G, Halwai Ln",,"{""latitude"":""21.2386965"",""longitude"":""81.6354513""}",,07712228580
958,Bloom Beauty Parlour,,,Beauty Parlour,"6MJ3+878, Katora Talab Road & Lane No. 8",,"{""latitude"":""21.2307959"",""longitude"":""81.6531969""}",,09893069587
959,Anand Cloth Store,3.9,12,Women's clothing store,Lane Number 01 Beside Anil Medical Telibandha,In-store shoppingDelivery,"{""latitude"":""21.2380498"",""longitude"":""81.6634342""}",,09300436846
962,Soni Jewelers,5.0,1,Jewelry store,"Mukhya Sarafa, Halwai Ln",In-store shopping,"{""latitude"":""21.239445"",""longitude"":""81.635167""}",,07712555871
964,Jewellers Ashok Brothers,5.0,3,Jewelry store,"Halwai Ln, opp. Jama Masjid",In-store shopping,"{""latitude"":""21.233049"",""longitude"":""81.658299""}",,09425214176
968,Om Sai Furnishing,,,Sofa store,"Bus Stand, Shop 37-38, lane 02, shri ram hosiery market Pagariha Complex, New",,"{""latitude"":""21.2529192"",""longitude"":""81.6472404""}",,07566666148
970,Udi's Kitchen,4.4,26,Andhra,"Gudhiyari pahadi chowk, Old police station Lane, opp. R.S. Auto parts",Dine-inTakeawayNo-contact delivery,"{""latitude"":""21.2603256"",""longitude"":""81.6238442""}",,08319972312
971,Music Ville - Head Office,,,Musical instrument store,"Plot No. 265, Meera Datar Rd, beside Lane of New Delhi Sweets",,"{""latitude"":""21.2482544"",""longitude"":""81.6204596""}",,09399024165
972,Mahaveer Chand Santosh Kumar,4.5,2,Jeweler,"Mukhya Sarafa, Halwai Ln",In-store shopping,"{""latitude"":""21.2373209"",""longitude"":""81.6357709""}",,09827906700
